Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
charlotte_chesnais_turtle_gold_vermeil_and_silver_necklace,Charlotte Chesnais Turtle Gold Vermeil And Silver Necklace,"<h2 style=""text-align: center;"">There are two types of jewelry – stones and metals</h2>
<p>Precious metals have always been a detector of prosperity and high social rank. Just remember that jewelry was always a very inaccessible good for ordinary people. Only kings and emperors, priests and pirates could own the jewelry.  Ancients believed that precious stones have always had some magical power that is why jewelry was so rare and prohibitive. There are two types of jewelry – stones and metals. Obviously both of them are unique because of their appearance. It seems that our fanatic desire to have jewelry is the result of some psychological peculiarities. Remember that barbarians liked all shiny and bright things even if those were absolutely useless. Probably we have inherited this weakness. But you know that jewelry gives a feeling of freedom and identity. </p>
<p><iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/oossOw2kkAE"" allowfullscreen="""" style=""line-height: 1.4;""></iframe></p>
<p>Our products are a combination of classic and modern style; we can satisfy any demands of customers, that is why we have so many fans. You will always be popular with our jewelry; the magical shine of our products will bring you the best of luck!</p>
<p>If you want to be more elegant and stylish you should try on our goods, they are worth you.</p>",Lynn,Gold,Rings,true,Stone,Diamond,,,,,327AE-6,2000.0,,99,deny,manual,400.00,,false,true,327038522,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/charlotte_chesnais_turtle_gold_vermeil_and_silver_necklace_1.jpg?v=1592231113,1,,false,,,,,,,,,,,,,,,,,kg,,,active
charlotte_chesnais_turtle_gold_vermeil_and_silver_necklace,,,,,,,,Ruby,,,,,556-62225,2000.0,,1,deny,manual,410.00,420.00,true,true,48245687465,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/charlotte_chesnais_turtle_gold_vermeil_and_silver_necklace_2.jpg?v=1592231113,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/charlotte_chesnais_turtle_gold_vermeil_and_silver_necklace_2.jpg?v=1592231113,kg,,,
charlotte_chesnais_turtle_gold_vermeil_and_silver_necklace,,,,,,,,Emerald,,,,,64554,7000.0,shopify,50,deny,manual,390.00,,true,true,2353565467,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/charlotte_chesnais_turtle_gold_vermeil_and_silver_necklace_3.jpg?v=1592231113,3,,,,,,,,,,,,,,,,,,,kg,,,
charlotte_chesnais_turtle_gold_vermeil_and_silver_necklace,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/charlotte_chesnais_turtle_gold_vermeil_and_silver_necklace_4.jpg?v=1592231113,4,,,,,,,,,,,,,,,,,,,,,,
charlotte_chesnais_turtle_gold_vermeil_and_silver_necklace,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/charlotte_chesnais_turtle_gold_vermeil_and_silver_necklace_5.jpg?v=1592231113,5,,,,,,,,,,,,,,,,,,,,,,
charlotte_chesnais_slide_silver_earrings,Charlotte Chesnais Slide Silver Earrings,"<h2 style=""text-align: center;"">Probably we have inherited this weakness</h2>
<p><iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/oossOw2kkAE"" allowfullscreen=""""></iframe></p>
<p>We have a tremendous variety in comparison to all of our competitors. Our collection is like a sea pearl among simple stones. Our devoted clients have noticed that our goods are the index of true, elegant taste. <br>We promise that high quality and fair price of our jewelry will be a pleasant surprise for you. Our precious stones and metals are really reliable and fancy. Nowadays fashion is very important for many customers and that’s why we are always in touch with the latest fashion tendencies.</p>
<p>Our products are a combination of classic and modern style; we can satisfy any demands of customers, that is why we have so many fans. If you want to be more elegant and stylish you should try on our goods, they are worth you.</p>
<p>You will always be popular with our jewelry; the magical shine of our products will bring you the <strong>best of luck!</strong></p>",Hammered,Emerald,Necklaces,true,Title,Default Title,,,,,,0.0,shopify,98,deny,manual,160.00,,true,true,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/charlotte_chesnais_slide_silver_earrings_1.jpg?v=1592231104,1,,false,,,,,,,,,,,,,,,,,kg,,,active
charlotte_chesnais_slide_silver_earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/charlotte_chesnais_slide_silver_earrings_2.jpg?v=1592231104,2,,,,,,,,,,,,,,,,,,,,,,
charlotte_chesnais_slide_silver_earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/charlotte_chesnais_slide_silver_earrings_3.jpg?v=1592231104,3,,,,,,,,,,,,,,,,,,,,,,
charlotte_chesnais_slide_silver_earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/charlotte_chesnais_slide_silver_earrings_4.jpg?v=1592231104,4,,,,,,,,,,,,,,,,,,,,,,
charlotte_chesnais_slide_silver_earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/charlotte_chesnais_slide_silver_earrings_5.jpg?v=1592231104,5,,,,,,,,,,,,,,,,,,,,,,
carolina_bucci_florentine_18_karat_white_gold_hoop_earrings,Carolina Bucci Florentine 18 Karat White Gold Hoop Earrings,"<h2 style=""text-align: center;"">Our collection is like a sea pearl among simple stones</h2>
<p>Our devoted clients have noticed that our goods are the index of true, elegant taste. <br>We promise that high quality and fair price of our jewelry will be a pleasant surprise for you. Our precious stones and metals are really reliable and fancy. Nowadays fashion is very important for many customers and that’s why we are always in touch with the latest fashion tendencies.</p>
<p><iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/oossOw2kkAE"" allowfullscreen="""" style=""line-height: 1.4;""></iframe></p>
<p>Only kings and emperors, priests and pirates could own the jewelry.  Ancients believed that precious stones have always had some magical power that is why jewelry was so rare and prohibitive. There are two types of jewelry – stones and metals. Obviously both of them are unique because of their appearance. It seems that our fanatic desire to have jewelry is the result of some psychological peculiarities. Remember that barbarians liked all shiny and bright things even if those were absolutely useless. Probably we have inherited this weakness. But you know that jewelry gives a feeling of freedom and identity. </p>
<p>If you want to be more elegant and stylish you should try on our goods, they are worth you.</p>
<p> You will always be popular with our jewelry; the magical shine of our products will bring you the <strong>best of luck!</strong></p>",Band,Diamond,Earrings,true,Stone,Diamond,Size,17,Metal,white-gold,,4990.015021607,shopify,100,continue,manual,79.00,85.00,true,true,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/carolina_bucci_florentine_18_karat_white_gold_hoop_earrings_1.jpg?v=1592231095,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/carolina_bucci_florentine_18_karat_white_gold_hoop_earrings_1.jpg?v=1592231095,lb,,,active
carolina_bucci_florentine_18_karat_white_gold_hoop_earrings,,,,,,,,Ruby,,17,,white-gold,,5000.0,shopify,100,deny,manual,82.00,85.00,true,true,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/carolina_bucci_florentine_18_karat_white_gold_hoop_earrings_2.jpg?v=1592231095,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/carolina_bucci_florentine_18_karat_white_gold_hoop_earrings_2.jpg?v=1592231095,kg,,,
carolina_bucci_florentine_18_karat_white_gold_hoop_earrings,,,,,,,,Diamond,,19,,white-gold,,1134.0007696661876,shopify,1,deny,manual,48.00,82.00,true,true,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/carolina_bucci_florentine_18_karat_white_gold_hoop_earrings_3.jpg?v=1592231095,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/carolina_bucci_florentine_18_karat_white_gold_hoop_earrings_3.jpg?v=1592231095,oz,,,
carolina_bucci_florentine_18_karat_white_gold_hoop_earrings,,,,,,,,Ruby,,19,,yellow-gold,,100.0,shopify,13,continue,manual,80.00,82.00,true,true,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/carolina_bucci_florentine_18_karat_white_gold_hoop_earrings_4.jpg?v=1592231095,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/carolina_bucci_florentine_18_karat_white_gold_hoop_earrings_4.jpg?v=1592231095,g,,,
carolina_bucci_florentine_18_karat_white_gold_hoop_earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/carolina_bucci_florentine_18_karat_white_gold_hoop_earrings_5.jpg?v=1592231095,5,,,,,,,,,,,,,,,,,,,,,,
carolina_bucci_18_karat_white_gold_earrings,Carolina Bucci 18 Karat White Gold Earrings,"<h2 style=""text-align: center;"">If you are a true fan, you’ll love it!</h2>
<p>There are two types of jewelry – stones and metals. Obviously both of them are unique because of their appearance. It seems that our fanatic desire to have jewelry is the result of some psychological peculiarities. Remember that barbarians liked all shiny and bright things even if those were absolutely useless. Probably we have inherited this weakness. But you know that jewelry gives a feeling of freedom and identity. </p>
<p>Only kings and emperors, priests and pirates could own the jewelry.  Ancients believed that precious stones have always had some magical power that is why jewelry was so rare and prohibitive. There are two types of jewelry – stones and metals. Obviously both of them are unique because of their appearance. It seems that our fanatic desire to have jewelry is the result of some psychological peculiarities. Remember that barbarians liked all shiny and bright things even if those were absolutely useless. Probably we have inherited this weakness. But you know that jewelry gives a feeling of freedom and identity. </p>
<p>If you want to be more elegant and stylish you should try on our goods, they are worth you.</p>
<p> You will always be popular with our jewelry; the magical shine of our products will bring you the <strong>best of luck!</strong></p>",Mesh,Ruby,Bracelets,true,Title,Default Title,,,,,654654654-56,0.0,shopify,0,deny,manual,99.00,,true,false,541265746854231,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/carolina_bucci_18_karat_white_gold_earrings_1.jpg?v=1592231083,1,,false,,,,,,,,,,,,,,,,,kg,,,active
carolina_bucci_18_karat_white_gold_earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/carolina_bucci_18_karat_white_gold_earrings_2.jpg?v=1592231083,2,,,,,,,,,,,,,,,,,,,,,,
carolina_bucci_18_karat_white_gold_earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/carolina_bucci_18_karat_white_gold_earrings_3.jpg?v=1592231083,3,,,,,,,,,,,,,,,,,,,,,,
carolina_bucci_18_karat_white_gold_earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/carolina_bucci_18_karat_white_gold_earrings_4.jpg?v=1592231083,4,,,,,,,,,,,,,,,,,,,,,,
carolina_bucci_18_karat_white_gold_earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/carolina_bucci_18_karat_white_gold_earrings_5.jpg?v=1592231083,5,,,,,,,,,,,,,,,,,,,,,,
aurelie_bidermann_baby_chivor_18_karat_gold_sapphire_necklace,Aurelie Bidermann Baby Chivor 18 Karat Gold Sapphire Necklace,"<h2 style=""text-align: center;"">There are two types of jewelry – stones and metals</h2>
<p>Precious metals have always been a detector of prosperity and high social rank. Just remember that jewelry was always a very inaccessible good for ordinary people. Only kings and emperors, priests and pirates could own the jewelry.  Ancients believed that precious stones have always had some magical power that is why jewelry was so rare and prohibitive. There are two types of jewelry – stones and metals. Obviously both of them are unique because of their appearance. It seems that our fanatic desire to have jewelry is the result of some psychological peculiarities. Remember that barbarians liked all shiny and bright things even if those were absolutely useless. Probably we have inherited this weakness. But you know that jewelry gives a feeling of freedom and identity. </p>
<p><iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/oossOw2kkAE"" allowfullscreen="""" style=""line-height: 1.4;""></iframe></p>
<p>Our products are a combination of classic and modern style; we can satisfy any demands of customers, that is why we have so many fans. You will always be popular with our jewelry; the magical shine of our products will bring you the best of luck!</p>
<p>If you want to be more elegant and stylish you should try on our goods, they are worth you.</p>",Out of retirement,Platinum,Rings,true,Title,Default Title,,,,,327038,32600.0,shopify,100,deny,manual,196.00,279.00,true,true,555-6322-1,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/aurelie_bidermann_baby_chivor_18_karat_gold_sapphire_necklace_1.jpg?v=1592231073,1,,false,,,,,,,,,,,,,,,,,kg,,,active
aurelie_bidermann_baby_chivor_18_karat_gold_sapphire_necklace,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/aurelie_bidermann_baby_chivor_18_karat_gold_sapphire_necklace_2.jpg?v=1592231073,2,,,,,,,,,,,,,,,,,,,,,,
aurelie_bidermann_baby_chivor_18_karat_gold_sapphire_necklace,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/aurelie_bidermann_baby_chivor_18_karat_gold_sapphire_necklace_3.jpg?v=1592231073,3,,,,,,,,,,,,,,,,,,,,,,
aurelie_bidermann_baby_chivor_18_karat_gold_sapphire_necklace,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/aurelie_bidermann_baby_chivor_18_karat_gold_sapphire_necklace_4.jpg?v=1592231073,4,,,,,,,,,,,,,,,,,,,,,,
aurelie_bidermann_baby_chivor_18_karat_gold_sapphire_necklace,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/aurelie_bidermann_baby_chivor_18_karat_gold_sapphire_necklace_5.jpg?v=1592231073,5,,,,,,,,,,,,,,,,,,,,,,
ariana_boussard_reifel_phyta_silver_ring,Ariana Boussard Reifel Phyta Silver Ring,"<h2 style=""text-align: center;"">Probably we have inherited this weakness</h2>
<p><iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/oossOw2kkAE"" allowfullscreen=""""></iframe></p>
<p>We have a tremendous variety in comparison to all of our competitors. Our collection is like a sea pearl among simple stones. Our devoted clients have noticed that our goods are the index of true, elegant taste. <br>We promise that high quality and fair price of our jewelry will be a pleasant surprise for you. Our precious stones and metals are really reliable and fancy. Nowadays fashion is very important for many customers and that’s why we are always in touch with the latest fashion tendencies.</p>
<p>Our products are a combination of classic and modern style; we can satisfy any demands of customers, that is why we have so many fans. If you want to be more elegant and stylish you should try on our goods, they are worth you.</p>
<p>You will always be popular with our jewelry; the magical shine of our products will bring you the <strong>best of luck!</strong></p>",Lynn,Gold,Necklaces,true,Stone,Diamond,,,,,327AE-6,2000.0,,99,deny,manual,250.00,,false,true,327038522,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/ariana_boussard_reifel_phyta_silver_ring_1.jpg?v=1592231063,1,,false,,,,,,,,,,,,,,,,,kg,,,active
ariana_boussard_reifel_phyta_silver_ring,,,,,,,,Ruby,,,,,556-62225,2000.0,,1,deny,manual,199.00,225.00,true,true,48245687465,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/ariana_boussard_reifel_phyta_silver_ring_2.jpg?v=1592231063,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/ariana_boussard_reifel_phyta_silver_ring_2.jpg?v=1592231063,kg,,,
ariana_boussard_reifel_phyta_silver_ring,,,,,,,,Emerald,,,,,64554,7000.0,shopify,50,deny,manual,215.00,,true,true,2353565467,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/ariana_boussard_reifel_phyta_silver_ring_3.jpg?v=1592231063,3,,,,,,,,,,,,,,,,,,,kg,,,
ariana_boussard_reifel_phyta_silver_ring,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/ariana_boussard_reifel_phyta_silver_ring_4.jpg?v=1592231063,4,,,,,,,,,,,,,,,,,,,,,,
ariana_boussard_reifel_phyta_silver_ring,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/ariana_boussard_reifel_phyta_silver_ring_5.jpg?v=1592231063,5,,,,,,,,,,,,,,,,,,,,,,
ariana_boussard_reifel_phyta_silver_hairclip,Ariana Boussard Reifel Phyta Silver Hairclip,"<h2 style=""text-align: center;"">Our collection is like a sea pearl among simple stones</h2>
<p>Our devoted clients have noticed that our goods are the index of true, elegant taste. <br>We promise that high quality and fair price of our jewelry will be a pleasant surprise for you. Our precious stones and metals are really reliable and fancy. Nowadays fashion is very important for many customers and that’s why we are always in touch with the latest fashion tendencies.</p>
<p><iframe width=""1280"" height=""720"" src=""https://www.youtube.com/embed/oossOw2kkAE"" allowfullscreen="""" style=""line-height: 1.4;""></iframe></p>
<p>Only kings and emperors, priests and pirates could own the jewelry.  Ancients believed that precious stones have always had some magical power that is why jewelry was so rare and prohibitive. There are two types of jewelry – stones and metals. Obviously both of them are unique because of their appearance. It seems that our fanatic desire to have jewelry is the result of some psychological peculiarities. Remember that barbarians liked all shiny and bright things even if those were absolutely useless. Probably we have inherited this weakness. But you know that jewelry gives a feeling of freedom and identity. </p>
<p>If you want to be more elegant and stylish you should try on our goods, they are worth you.</p>
<p> You will always be popular with our jewelry; the magical shine of our products will bring you the <strong>best of luck!</strong></p>",Hammered,Emerald,Earrings,true,Title,Default Title,,,,,,0.0,shopify,98,deny,manual,60.00,,true,true,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/ariana_boussard_reifel_phyta_silver_hairclip_1.jpg?v=1592231055,1,,false,,,,,,,,,,,,,,,,,kg,,,active
ariana_boussard_reifel_phyta_silver_hairclip,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/ariana_boussard_reifel_phyta_silver_hairclip_2.jpg?v=1592231055,2,,,,,,,,,,,,,,,,,,,,,,
ariana_boussard_reifel_phyta_silver_hairclip,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/ariana_boussard_reifel_phyta_silver_hairclip_3.jpg?v=1592231055,3,,,,,,,,,,,,,,,,,,,,,,
ariana_boussard_reifel_phyta_silver_hairclip,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/ariana_boussard_reifel_phyta_silver_hairclip_4.jpg?v=1592231055,4,,,,,,,,,,,,,,,,,,,,,,
ariana_boussard_reifel_phyta_silver_hairclip,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/ariana_boussard_reifel_phyta_silver_hairclip_5.jpg?v=1592231055,5,,,,,,,,,,,,,,,,,,,,,,
ariana_boussard_reifel_omineca_gold_tone_earrings,Ariana Boussard Reifel Omineca Gold Tone Earrings,"<h2 style=""text-align: center;"">If you are a true fan, you’ll love it!</h2>
<p>There are two types of jewelry – stones and metals. Obviously both of them are unique because of their appearance. It seems that our fanatic desire to have jewelry is the result of some psychological peculiarities. Remember that barbarians liked all shiny and bright things even if those were absolutely useless. Probably we have inherited this weakness. But you know that jewelry gives a feeling of freedom and identity. </p>
<p>Only kings and emperors, priests and pirates could own the jewelry.  Ancients believed that precious stones have always had some magical power that is why jewelry was so rare and prohibitive. There are two types of jewelry – stones and metals. Obviously both of them are unique because of their appearance. It seems that our fanatic desire to have jewelry is the result of some psychological peculiarities. Remember that barbarians liked all shiny and bright things even if those were absolutely useless. Probably we have inherited this weakness. But you know that jewelry gives a feeling of freedom and identity. </p>
<p>If you want to be more elegant and stylish you should try on our goods, they are worth you.</p>
<p> You will always be popular with our jewelry; the magical shine of our products will bring you the <strong>best of luck!</strong></p>",Band,Diamond,Bracelets,true,Stone,Diamond,Size,17,Metal,white-gold,,4990.015021607,shopify,100,continue,manual,250.00,260.00,true,true,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/ariana_boussard_reifel_omineca_gold_tone_earrings_1.jpg?v=1592231045,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/ariana_boussard_reifel_omineca_gold_tone_earrings_1.jpg?v=1592231045,lb,,,active
ariana_boussard_reifel_omineca_gold_tone_earrings,,,,,,,,Ruby,,17,,white-gold,,5000.0,shopify,100,deny,manual,299.00,325.00,true,true,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/ariana_boussard_reifel_omineca_gold_tone_earrings_2.jpg?v=1592231045,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0410/0567/8751/products/ariana_boussard_reifel_omineca_gold_tone_earrings_2.jpg?v=1592231045,kg,,,
